symbol,name,price,market_cap,volume_24h,price_change_24h,price_change_7d,rsi,score,reason,timestamp
KAIA,Kaia,0.192992,1118131329,153998324.0,10.06428,0,79.29778342345111,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
MAGIC,Treasure,0.153942,47296902,129504402.0,8.26377,0,65.08538736753734,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
T,Threshold Network,0.01778561,179572010,149062818.0,9.2399,0,64.55348467658814,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
FB,Fractal Bitcoin,0.516363,25750008,5105728.0,8.02977,0,54.5217503179615,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
TUT,Tutorial,0.03822897,31918997,18896974.0,6.59544,0,84.27608111692383,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
TMG,T-mac DAO,25.53,44684215,21534.0,8.68224,0,71.36885544300664,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
HSK,HashKey Platform Token,0.349803,46400748,3668923.0,12.87212,0,60.05628381372343,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
QUAI,Quai Network,0.077113,38422923,2818996.0,21.02319,0,51.64555509911636,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
JOE,Joe Coin,0.04987147,49451688,3872297.0,8.81724,0,83.64861153220959,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
GPS,GoPlus Security,0.02844153,51165885,66985589.0,21.85073,0,61.80855835943316,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
CTF,Crypto Trading Fund,0.437387,52173427,15811.36,7.88233,0,53.89231954158779,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
XEM,NEM,0.00589007,53043381,8660745.0,41.56387,0,38.87753389767622,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
AERGO,Aergo,0.13721,63389297,150878798.0,38.32284,0,65.93844589721982,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
LQTY,Liquity,1.083,105359023,41714021.0,6.83059,0,60.24921347865277,50,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
KEEP,Keep Network,0.079488,43696120,45057.0,4.01435,0,62.28063605607908,45,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
BID,CreatorBid,0.098036,26189288,9640993.0,3.65283,0,70.29977769546745,45,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
CLANKER,tokenbot,30.09,29869688,6535347.0,-1.23984,0,60.136098221732794,45,"价格趋势上升信号, 市场走势: 强势上升",20250621_014746
